"","hour","day","site","WDS","WUS","type","progr"
"376",7,184,"Lintrathen",14.709,10.65075,"dam",2017-07-03 07:00:00
"377",8,184,"Lintrathen",14.78025,10.455,"dam",2017-07-03 08:00:00
"378",9,184,"Lintrathen",14.924,10.6995,"dam",2017-07-03 09:00:00
"379",10,184,"Lintrathen",15.09125,11.33325,"dam",2017-07-03 10:00:00
"380",11,184,"Lintrathen",15.33,12.32775,"dam",2017-07-03 11:00:00
"381",12,184,"Lintrathen",14.996,13.317,"dam",2017-07-03 12:00:00
"382",13,184,"Lintrathen",15.35375,14.34925,"dam",2017-07-03 13:00:00
"383",14,184,"Lintrathen",15.32975,15.2345,"dam",2017-07-03 14:00:00
"384",15,184,"Lintrathen",15.32975,15.97425,"dam",2017-07-03 15:00:00
"385",16,184,"Lintrathen",15.40175,16.832,"dam",2017-07-03 16:00:00
"386",17,184,"Lintrathen",15.37775,16.6655,"dam",2017-07-03 17:00:00
"387",18,184,"Lintrathen",15.282,16.28425,"dam",2017-07-03 18:00:00
"388",19,184,"Lintrathen",15.33,16.02225,"dam",2017-07-03 19:00:00
"389",20,184,"Lintrathen",15.282,15.6165,"dam",2017-07-03 20:00:00
"390",21,184,"Lintrathen",15.282,15.06725,"dam",2017-07-03 21:00:00
"391",22,184,"Lintrathen",15.187,14.517,"dam",2017-07-03 22:00:00
"392",23,184,"Lintrathen",15.187,13.99,"dam",2017-07-03 23:00:00
"393",24,184,"Lintrathen",15.40175,13.341,"dam",2017-07-04 00:00:00
"394",1,185,"Lintrathen",15.139,13.1245,"dam",2017-07-04 01:00:00
"395",2,185,"Lintrathen",15.091,12.666,"dam",2017-07-04 02:00:00
"396",3,185,"Lintrathen",15.0435,12.2555,"dam",2017-07-04 03:00:00
"397",4,185,"Lintrathen",14.996,11.916,"dam",2017-07-04 04:00:00
"398",5,185,"Lintrathen",14.996,11.64925,"dam",2017-07-04 05:00:00
"399",6,185,"Lintrathen",14.996,11.45525,"dam",2017-07-04 06:00:00
"400",7,185,"Lintrathen",14.996,11.334,"dam",2017-07-04 07:00:00
"401",8,185,"Lintrathen",14.996,11.334,"dam",2017-07-04 08:00:00
"402",9,185,"Lintrathen",14.996,11.3825,"dam",2017-07-04 09:00:00
"403",10,185,"Lintrathen",15.0435,11.55225,"dam",2017-07-04 10:00:00
"404",11,185,"Lintrathen",15.0435,11.819,"dam",2017-07-04 11:00:00
"405",12,185,"Lintrathen",15.187,13.5095,"dam",2017-07-04 12:00:00
"406",13,185,"Lintrathen",15.163,12.835,"dam",2017-07-04 13:00:00
"407",14,185,"Lintrathen",14.996,13.5095,"dam",2017-07-04 14:00:00
"408",15,185,"Lintrathen",15.06725,13.63,"dam",2017-07-04 15:00:00
"409",16,185,"Lintrathen",15.091,13.798,"dam",2017-07-04 16:00:00
"410",17,185,"Lintrathen",15.091,14.086,"dam",2017-07-04 17:00:00
"411",18,185,"Lintrathen",15.091,14.2775,"dam",2017-07-04 18:00:00
"412",19,185,"Lintrathen",15.01975,14.30125,"dam",2017-07-04 19:00:00
"413",20,185,"Lintrathen",14.996,14.086,"dam",2017-07-04 20:00:00
"414",21,185,"Lintrathen",14.924,13.62975,"dam",2017-07-04 21:00:00
"415",22,185,"Lintrathen",14.9,13.317,"dam",2017-07-04 22:00:00
"416",23,185,"Lintrathen",14.9,12.9315,"dam",2017-07-04 23:00:00
"417",24,185,"Lintrathen",15.115,12.1585,"dam",2017-07-05 00:00:00
"418",1,186,"Lintrathen",14.9,12.23125,"dam",2017-07-05 01:00:00
"419",2,186,"Lintrathen",14.852,11.94025,"dam",2017-07-05 02:00:00
"420",3,186,"Lintrathen",14.804,11.64925,"dam",2017-07-05 03:00:00
"421",4,186,"Lintrathen",14.804,11.40675,"dam",2017-07-05 04:00:00
"422",5,186,"Lintrathen",14.804,11.1875,"dam",2017-07-05 05:00:00
"423",6,186,"Lintrathen",14.804,11.01675,"dam",2017-07-05 06:00:00
"424",7,186,"Lintrathen",14.804,10.9925,"dam",2017-07-05 07:00:00
"425",8,186,"Lintrathen",14.876,11.13875,"dam",2017-07-05 08:00:00
"426",9,186,"Lintrathen",14.996,11.4065,"dam",2017-07-05 09:00:00
"427",10,186,"Lintrathen",15.163,12.013,"dam",2017-07-05 10:00:00
"428",11,186,"Lintrathen",15.2585,13.02775,"dam",2017-07-05 11:00:00
"429",12,186,"Lintrathen",14.9,12.5695,"dam",2017-07-05 12:00:00
"430",13,186,"Lintrathen",15.2585,15.831,"dam",2017-07-05 13:00:00
"431",14,186,"Lintrathen",15.4495,16.7605,"dam",2017-07-05 14:00:00
"432",15,186,"Lintrathen",15.47325,17.07,"dam",2017-07-05 15:00:00
"433",16,186,"Lintrathen",15.354,17.9025,"dam",2017-07-05 16:00:00
"434",17,186,"Lintrathen",15.2345,18.2835,"dam",2017-07-05 17:00:00
"435",18,186,"Lintrathen",15.091,17.855,"dam",2017-07-05 18:00:00
"436",19,186,"Lintrathen",15.091,17.14125,"dam",2017-07-05 19:00:00
"437",20,186,"Lintrathen",15.115,16.49875,"dam",2017-07-05 20:00:00
"438",21,186,"Lintrathen",14.996,15.7595,"dam",2017-07-05 21:00:00
"439",22,186,"Lintrathen",15.0435,14.9955,"dam",2017-07-05 22:00:00
"440",23,186,"Lintrathen",14.996,14.39725,"dam",2017-07-05 23:00:00
"441",24,186,"Lintrathen",15.306,14.30125,"dam",2017-07-06 00:00:00
"442",1,187,"Lintrathen",14.996,13.63,"dam",2017-07-06 01:00:00
"443",2,187,"Lintrathen",14.996,13.341,"dam",2017-07-06 02:00:00
"444",3,187,"Lintrathen",14.996,13.07625,"dam",2017-07-06 03:00:00
"445",4,187,"Lintrathen",14.996,12.81075,"dam",2017-07-06 04:00:00
"446",5,187,"Lintrathen",15.01975,12.5215,"dam",2017-07-06 05:00:00
"447",6,187,"Lintrathen",15.06725,12.3525,"dam",2017-07-06 06:00:00
"448",7,187,"Lintrathen",15.139,12.23125,"dam",2017-07-06 07:00:00
"449",8,187,"Lintrathen",15.139,12.207,"dam",2017-07-06 08:00:00
"450",9,187,"Lintrathen",15.115,12.207,"dam",2017-07-06 09:00:00
"451",10,187,"Lintrathen",15.21075,12.35225,"dam",2017-07-06 10:00:00
"452",11,187,"Lintrathen",15.282,12.8835,"dam",2017-07-06 11:00:00
"453",12,187,"Lintrathen",14.996,13.99,"dam",2017-07-06 12:00:00
"454",13,187,"Lintrathen",15.40175,14.42125,"dam",2017-07-06 13:00:00
"455",14,187,"Lintrathen",15.49725,15.18675,"dam",2017-07-06 14:00:00
"456",15,187,"Lintrathen",15.4255,16.26075,"dam",2017-07-06 15:00:00
"457",16,187,"Lintrathen",15.712,16.68925,"dam",2017-07-06 16:00:00
"458",17,187,"Lintrathen",15.32975,16.64175,"dam",2017-07-06 17:00:00
"459",18,187,"Lintrathen",15.40175,16.68925,"dam",2017-07-06 18:00:00
"460",19,187,"Lintrathen",15.47325,16.87925,"dam",2017-07-06 19:00:00
"461",20,187,"Lintrathen",15.378,16.475,"dam",2017-07-06 20:00:00
"462",21,187,"Lintrathen",15.40175,15.99825,"dam",2017-07-06 21:00:00
"463",22,187,"Lintrathen",15.4015,15.59275,"dam",2017-07-06 22:00:00
"464",23,187,"Lintrathen",15.306,15.139,"dam",2017-07-06 23:00:00
"465",24,187,"Lintrathen",15.33,13.6055,"dam",2017-07-07 00:00:00
"466",1,188,"Lintrathen",15.091,14.397,"dam",2017-07-07 01:00:00
"467",2,188,"Lintrathen",15.06725,14.086,"dam",2017-07-07 02:00:00
"468",3,188,"Lintrathen",15.091,13.702,"dam",2017-07-07 03:00:00
"469",4,188,"Lintrathen",15.187,13.317,"dam",2017-07-07 04:00:00
"470",5,188,"Lintrathen",15.282,13.07625,"dam",2017-07-07 05:00:00
"471",6,188,"Lintrathen",15.354,12.85925,"dam",2017-07-07 06:00:00
"472",7,188,"Lintrathen",15.40175,12.69,"dam",2017-07-07 07:00:00
"473",8,188,"Lintrathen",15.306,12.9315,"dam",2017-07-07 08:00:00
"474",9,188,"Lintrathen",15.4255,13.245,"dam",2017-07-07 09:00:00
"475",10,188,"Lintrathen",15.40175,13.58175,"dam",2017-07-07 10:00:00
"476",11,188,"Lintrathen",15.47325,14.13375,"dam",2017-07-07 11:00:00
"477",12,188,"Lintrathen",15.163,14.7565,"dam",2017-07-07 12:00:00
"478",13,188,"Lintrathen",15.78375,16.6175,"dam",2017-07-07 13:00:00
"479",14,188,"Lintrathen",16.28425,17.73625,"dam",2017-07-07 14:00:00
"480",15,188,"Lintrathen",16.475,18.33075,"dam",2017-07-07 15:00:00
"481",16,188,"Lintrathen",16.76025,18.68725,"dam",2017-07-07 16:00:00
"482",17,188,"Lintrathen",16.99875,19.163,"dam",2017-07-07 17:00:00
"483",18,188,"Lintrathen",16.713,19.06775,"dam",2017-07-07 18:00:00
"484",19,188,"Lintrathen",16.451,18.40225,"dam",2017-07-07 19:00:00
"485",20,188,"Lintrathen",16.523,17.87875,"dam",2017-07-07 20:00:00
"486",21,188,"Lintrathen",16.475,17.189,"dam",2017-07-07 21:00:00
"487",22,188,"Lintrathen",15.80725,16.49875,"dam",2017-07-07 22:00:00
"488",23,188,"Lintrathen",15.2345,15.7595,"dam",2017-07-07 23:00:00
"489",24,188,"Lintrathen",15.7595,15.091,"dam",2017-07-08 00:00:00
"490",1,189,"Lintrathen",15.091,14.68475,"dam",2017-07-08 01:00:00
"491",2,189,"Lintrathen",15.139,14.2775,"dam",2017-07-08 02:00:00
"492",3,189,"Lintrathen",15.2105,13.822,"dam",2017-07-08 03:00:00
"493",4,189,"Lintrathen",15.187,13.26875,"dam",2017-07-08 04:00:00
"494",5,189,"Lintrathen",15.115,12.76275,"dam",2017-07-08 05:00:00
"495",6,189,"Lintrathen",15.139,12.3765,"dam",2017-07-08 06:00:00
"496",7,189,"Lintrathen",15.282,12.1585,"dam",2017-07-08 07:00:00
"497",8,189,"Lintrathen",15.33,12.0615,"dam",2017-07-08 08:00:00
"498",9,189,"Lintrathen",15.47325,12.03725,"dam",2017-07-08 09:00:00
"499",10,189,"Lintrathen",15.521,12.47275,"dam",2017-07-08 10:00:00
"500",11,189,"Lintrathen",15.87875,13.50925,"dam",2017-07-08 11:00:00
"501",12,189,"Lintrathen",15.139,15.163,"dam",2017-07-08 12:00:00
"502",13,189,"Lintrathen",16.30825,16.546,"dam",2017-07-08 13:00:00
"503",14,189,"Lintrathen",16.80825,17.49825,"dam",2017-07-08 14:00:00
"504",15,189,"Lintrathen",16.92725,18.7585,"dam",2017-07-08 15:00:00
"505",16,189,"Lintrathen",17.189,19.924,"dam",2017-07-08 16:00:00
"506",17,189,"Lintrathen",17.02275,20.01925,"dam",2017-07-08 17:00:00
"507",18,189,"Lintrathen",16.951,19.23425,"dam",2017-07-08 18:00:00
"508",19,189,"Lintrathen",16.903,18.42575,"dam",2017-07-08 19:00:00
"509",20,189,"Lintrathen",16.903,17.66475,"dam",2017-07-08 20:00:00
"510",21,189,"Lintrathen",16.903,16.856,"dam",2017-07-08 21:00:00
"511",22,189,"Lintrathen",16.83175,15.9745,"dam",2017-07-08 22:00:00
"512",23,189,"Lintrathen",16.808,15.33,"dam",2017-07-08 23:00:00
"513",24,189,"Lintrathen",16.02225,15.11475,"dam",2017-07-09 00:00:00
"514",1,190,"Lintrathen",16.5465,14.2535,"dam",2017-07-09 01:00:00
"515",2,190,"Lintrathen",15.85525,13.70175,"dam",2017-07-09 02:00:00
"516",3,190,"Lintrathen",15.569,13.1485,"dam",2017-07-09 03:00:00
"517",4,190,"Lintrathen",15.569,12.7385,"dam",2017-07-09 04:00:00
"518",5,190,"Lintrathen",15.64025,12.5455,"dam",2017-07-09 05:00:00
"519",6,190,"Lintrathen",15.736,12.3525,"dam",2017-07-09 06:00:00
"520",7,190,"Lintrathen",15.664,12.23125,"dam",2017-07-09 07:00:00
"521",8,190,"Lintrathen",15.664,12.27975,"dam",2017-07-09 08:00:00
"522",9,190,"Lintrathen",15.664,12.449,"dam",2017-07-09 09:00:00
"523",10,190,"Lintrathen",15.78375,12.90725,"dam",2017-07-09 10:00:00
"524",11,190,"Lintrathen",15.83125,13.317,"dam",2017-07-09 11:00:00
"525",12,190,"Lintrathen",16.808,14.7565,"dam",2017-07-09 12:00:00
"526",13,190,"Lintrathen",15.97475,13.75,"dam",2017-07-09 13:00:00
"527",14,190,"Lintrathen",16.213,13.894,"dam",2017-07-09 14:00:00
"528",15,190,"Lintrathen",16.23675,14.038,"dam",2017-07-09 15:00:00
"529",16,190,"Lintrathen",16.332,14.062,"dam",2017-07-09 16:00:00
"530",17,190,"Lintrathen",16.332,14.11,"dam",2017-07-09 17:00:00
"531",18,190,"Lintrathen",16.332,14.134,"dam",2017-07-09 18:00:00
"532",19,190,"Lintrathen",16.26075,14.086,"dam",2017-07-09 19:00:00
"533",20,190,"Lintrathen",16.237,13.942,"dam",2017-07-09 20:00:00
"534",21,190,"Lintrathen",16.237,13.702,"dam",2017-07-09 21:00:00
"535",22,190,"Lintrathen",16.237,13.43725,"dam",2017-07-09 22:00:00
"536",23,190,"Lintrathen",16.26075,13.1485,"dam",2017-07-09 23:00:00
"537",24,190,"Lintrathen",15.927,13.654,"dam",2017-07-10 00:00:00
"538",1,191,"Lintrathen",16.213,12.5455,"dam",2017-07-10 01:00:00
"539",2,191,"Lintrathen",15.68775,12.27975,"dam",2017-07-10 02:00:00
"540",3,191,"Lintrathen",15.21075,12.08575,"dam",2017-07-10 03:00:00
"541",4,191,"Lintrathen",15.187,11.8675,"dam",2017-07-10 04:00:00
"542",5,191,"Lintrathen",15.187,11.64925,"dam",2017-07-10 05:00:00
"543",6,191,"Lintrathen",15.354,11.528,"dam",2017-07-10 06:00:00
"544",7,191,"Lintrathen",15.40175,11.528,"dam",2017-07-10 07:00:00
"545",8,191,"Lintrathen",15.40175,11.79475,"dam",2017-07-10 08:00:00
"546",9,191,"Lintrathen",15.473,12.2795,"dam",2017-07-10 09:00:00
"547",10,191,"Lintrathen",15.545,12.69025,"dam",2017-07-10 10:00:00
"548",11,191,"Lintrathen",15.54475,12.9315,"dam",2017-07-10 11:00:00
"549",12,191,"Lintrathen",16.237,12.859,"dam",2017-07-10 12:00:00
"550",13,191,"Lintrathen",15.712,13.461,"dam",2017-07-10 13:00:00
"551",14,191,"Lintrathen",15.64025,13.53375,"dam",2017-07-10 14:00:00
"552",15,191,"Lintrathen",15.6165,13.63,"dam",2017-07-10 15:00:00
"553",16,191,"Lintrathen",15.664,13.702,"dam",2017-07-10 16:00:00
"554",17,191,"Lintrathen",15.664,13.702,"dam",2017-07-10 17:00:00
"555",18,191,"Lintrathen",15.664,13.55775,"dam",2017-07-10 18:00:00
"556",19,191,"Lintrathen",15.664,13.437,"dam",2017-07-10 19:00:00
"557",20,191,"Lintrathen",15.664,13.245,"dam",2017-07-10 20:00:00
"558",21,191,"Lintrathen",15.7595,12.9315,"dam",2017-07-10 21:00:00
"559",22,191,"Lintrathen",15.736,12.61775,"dam",2017-07-10 22:00:00
"560",23,191,"Lintrathen",15.76,12.304,"dam",2017-07-10 23:00:00
"561",24,191,"Lintrathen",15.6165,13.317,"dam",2017-07-11 00:00:00
"562",1,192,"Lintrathen",15.76,11.69775,"dam",2017-07-11 01:00:00
"563",2,192,"Lintrathen",15.76,11.285,"dam",2017-07-11 02:00:00
"564",3,192,"Lintrathen",15.76,10.968,"dam",2017-07-11 03:00:00
"565",4,192,"Lintrathen",15.76,10.724,"dam",2017-07-11 04:00:00
"566",5,192,"Lintrathen",15.76,10.455,"dam",2017-07-11 05:00:00
"567",6,192,"Lintrathen",15.855,10.357,"dam",2017-07-11 06:00:00
"568",7,192,"Lintrathen",15.927,10.455,"dam",2017-07-11 07:00:00
"569",8,192,"Lintrathen",15.951,10.724,"dam",2017-07-11 08:00:00
"570",9,192,"Lintrathen",15.951,11.2605,"dam",2017-07-11 09:00:00
"571",10,192,"Lintrathen",16.06975,11.916,"dam",2017-07-11 10:00:00
"572",11,192,"Lintrathen",16.046,11.84275,"dam",2017-07-11 11:00:00
"573",12,192,"Lintrathen",15.76,12.03725,"dam",2017-07-11 12:00:00
"574",13,192,"Lintrathen",15.951,11.5765,"dam",2017-07-11 13:00:00
"575",14,192,"Lintrathen",16.14125,11.916,"dam",2017-07-11 14:00:00
"576",15,192,"Lintrathen",16.189,12.8105,"dam",2017-07-11 15:00:00
"577",16,192,"Lintrathen",15.97475,14.78025,"dam",2017-07-11 16:00:00
"578",17,192,"Lintrathen",15.951,14.75625,"dam",2017-07-11 17:00:00
"579",18,192,"Lintrathen",15.951,13.966,"dam",2017-07-11 18:00:00
"580",19,192,"Lintrathen",15.951,13.798,"dam",2017-07-11 19:00:00
"581",20,192,"Lintrathen",15.951,13.53375,"dam",2017-07-11 20:00:00
"582",21,192,"Lintrathen",15.951,13.19675,"dam",2017-07-11 21:00:00
"583",22,192,"Lintrathen",15.903,12.835,"dam",2017-07-11 22:00:00
"584",23,192,"Lintrathen",15.855,12.5455,"dam",2017-07-11 23:00:00
"585",24,192,"Lintrathen",16.11725,11.60075,"dam",2017-07-12 00:00:00
"586",1,193,"Lintrathen",15.855,12.0615,"dam",2017-07-12 01:00:00
"587",2,193,"Lintrathen",15.855,11.69775,"dam",2017-07-12 02:00:00
"588",3,193,"Lintrathen",15.78375,11.38225,"dam",2017-07-12 03:00:00
"589",4,193,"Lintrathen",15.76,11.11425,"dam",2017-07-12 04:00:00
"590",5,193,"Lintrathen",15.76,10.8705,"dam",2017-07-12 05:00:00
"591",6,193,"Lintrathen",15.76,10.748,"dam",2017-07-12 06:00:00
"592",7,193,"Lintrathen",15.83125,10.7725,"dam",2017-07-12 07:00:00
"593",8,193,"Lintrathen",15.927,11.017,"dam",2017-07-12 08:00:00
"594",9,193,"Lintrathen",15.97475,11.4065,"dam",2017-07-12 09:00:00
"595",10,193,"Lintrathen",16.02225,11.916,"dam",2017-07-12 10:00:00
"596",11,193,"Lintrathen",16.06975,12.59375,"dam",2017-07-12 11:00:00
"597",12,193,"Lintrathen",15.855,12.304,"dam",2017-07-12 12:00:00
"598",13,193,"Lintrathen",16.4035,14.10975,"dam",2017-07-12 13:00:00
"599",14,193,"Lintrathen",16.2845,15.64025,"dam",2017-07-12 14:00:00
"600",15,193,"Lintrathen",16.23675,16.832,"dam",2017-07-12 15:00:00
"601",16,193,"Lintrathen",16.28425,17.11775,"dam",2017-07-12 16:00:00
"602",17,193,"Lintrathen",16.28425,17.37925,"dam",2017-07-12 17:00:00
"603",18,193,"Lintrathen",16.16525,17.21275,"dam",2017-07-12 18:00:00
"604",19,193,"Lintrathen",16.046,16.87975,"dam",2017-07-12 19:00:00
"605",20,193,"Lintrathen",15.95075,16.1175,"dam",2017-07-12 20:00:00
"606",21,193,"Lintrathen",15.73575,15.2825,"dam",2017-07-12 21:00:00
"607",22,193,"Lintrathen",15.521,14.61275,"dam",2017-07-12 22:00:00
"608",23,193,"Lintrathen",15.473,13.82175,"dam",2017-07-12 23:00:00
"609",24,193,"Lintrathen",16.21275,13.12425,"dam",2017-07-13 00:00:00
"610",1,194,"Lintrathen",15.545,12.328,"dam",2017-07-13 01:00:00
"611",2,194,"Lintrathen",15.68825,11.722,"dam",2017-07-13 02:00:00
"612",3,194,"Lintrathen",15.6165,11.1875,"dam",2017-07-13 03:00:00
"613",4,194,"Lintrathen",15.736,10.6995,"dam",2017-07-13 04:00:00
"614",5,194,"Lintrathen",15.927,10.553,"dam",2017-07-13 05:00:00
"615",6,194,"Lintrathen",15.83125,10.553,"dam",2017-07-13 06:00:00
"616",7,194,"Lintrathen",15.97475,10.602,"dam",2017-07-13 07:00:00
"617",8,194,"Lintrathen",15.9985,10.846,"dam",2017-07-13 08:00:00
"618",9,194,"Lintrathen",16.046,11.23625,"dam",2017-07-13 09:00:00
"619",10,194,"Lintrathen",16.14125,11.8675,"dam",2017-07-13 10:00:00
"620",11,194,"Lintrathen",16.30825,12.83475,"dam",2017-07-13 11:00:00
"621",12,194,"Lintrathen",15.473,13.05225,"dam",2017-07-13 12:00:00
"622",13,194,"Lintrathen",16.90325,15.73575,"dam",2017-07-13 13:00:00
"623",14,194,"Lintrathen",17.11775,16.97475,"dam",2017-07-13 14:00:00
"624",15,194,"Lintrathen",17.16525,18.4495,"dam",2017-07-13 15:00:00
"625",16,194,"Lintrathen",17.21275,18.5685,"dam",2017-07-13 16:00:00
"626",17,194,"Lintrathen",17.189,18.35475,"dam",2017-07-13 17:00:00
"627",18,194,"Lintrathen",17.094,18.0215,"dam",2017-07-13 18:00:00
"628",19,194,"Lintrathen",17.094,17.3795,"dam",2017-07-13 19:00:00
"629",20,194,"Lintrathen",17.094,16.737,"dam",2017-07-13 20:00:00
"630",21,194,"Lintrathen",17.094,16.1415,"dam",2017-07-13 21:00:00
"631",22,194,"Lintrathen",16.999,15.521,"dam",2017-07-13 22:00:00
"632",23,194,"Lintrathen",16.951,14.9955,"dam",2017-07-13 23:00:00
"633",24,194,"Lintrathen",16.49875,14.517,"dam",2017-07-14 00:00:00
"634",1,195,"Lintrathen",16.808,13.75,"dam",2017-07-14 01:00:00
"635",2,195,"Lintrathen",16.808,13.24475,"dam",2017-07-14 02:00:00
"636",3,195,"Lintrathen",16.73675,12.69025,"dam",2017-07-14 03:00:00
"637",4,195,"Lintrathen",16.6655,12.1585,"dam",2017-07-14 04:00:00
"638",5,195,"Lintrathen",16.618,11.64925,"dam",2017-07-14 05:00:00
"639",6,195,"Lintrathen",16.5705,11.212,"dam",2017-07-14 06:00:00
"640",7,195,"Lintrathen",16.5705,10.96825,"dam",2017-07-14 07:00:00
"641",8,195,"Lintrathen",16.523,10.8215,"dam",2017-07-14 08:00:00
"642",9,195,"Lintrathen",16.64175,11.01675,"dam",2017-07-14 09:00:00
"643",10,195,"Lintrathen",16.85575,11.74625,"dam",2017-07-14 10:00:00
"644",11,195,"Lintrathen",16.951,12.859,"dam",2017-07-14 11:00:00
"645",12,195,"Lintrathen",16.87925,14.3495,"dam",2017-07-14 12:00:00
"646",13,195,"Lintrathen",17.1415,16.165,"dam",2017-07-14 13:00:00
"647",14,195,"Lintrathen",17.07025,16.427,"dam",2017-07-14 14:00:00
"648",15,195,"Lintrathen",17.094,17.046,"dam",2017-07-14 15:00:00
"649",16,195,"Lintrathen",17.0465,17.76,"dam",2017-07-14 16:00:00
"650",17,195,"Lintrathen",17.02275,17.427,"dam",2017-07-14 17:00:00
"651",18,195,"Lintrathen",16.975,16.951,"dam",2017-07-14 18:00:00
"652",19,195,"Lintrathen",16.951,16.618,"dam",2017-07-14 19:00:00
"653",20,195,"Lintrathen",16.808,16.332,"dam",2017-07-14 20:00:00
"654",21,195,"Lintrathen",16.808,15.6645,"dam",2017-07-14 21:00:00
"655",22,195,"Lintrathen",16.808,14.9955,"dam",2017-07-14 22:00:00
"656",23,195,"Lintrathen",16.713,14.565,"dam",2017-07-14 23:00:00
"657",24,195,"Lintrathen",17.16525,14.66025,"dam",2017-07-15 00:00:00
"658",1,196,"Lintrathen",16.618,13.798,"dam",2017-07-15 01:00:00
"659",2,196,"Lintrathen",16.618,13.43725,"dam",2017-07-15 02:00:00
"660",3,196,"Lintrathen",16.64175,13.19675,"dam",2017-07-15 03:00:00
"661",4,196,"Lintrathen",16.618,12.9315,"dam",2017-07-15 04:00:00
"662",5,196,"Lintrathen",16.618,12.71425,"dam",2017-07-15 05:00:00
"663",6,196,"Lintrathen",16.618,12.594,"dam",2017-07-15 06:00:00
"664",7,196,"Lintrathen",16.64175,12.497,"dam",2017-07-15 07:00:00
"665",8,196,"Lintrathen",16.618,12.56975,"dam",2017-07-15 08:00:00
"666",9,196,"Lintrathen",16.618,12.71425,"dam",2017-07-15 09:00:00
"667",10,196,"Lintrathen",16.713,12.9555,"dam",2017-07-15 10:00:00
"668",11,196,"Lintrathen",16.713,13.14875,"dam",2017-07-15 11:00:00
"669",12,196,"Lintrathen",16.64175,14.18175,"dam",2017-07-15 12:00:00
"670",13,196,"Lintrathen",16.713,13.5095,"dam",2017-07-15 13:00:00
"671",14,196,"Lintrathen",16.713,13.894,"dam",2017-07-15 14:00:00
"672",15,196,"Lintrathen",16.808,14.34925,"dam",2017-07-15 15:00:00
"673",16,196,"Lintrathen",16.927,14.7325,"dam",2017-07-15 16:00:00
"674",17,196,"Lintrathen",16.999,14.9,"dam",2017-07-15 17:00:00
"675",18,196,"Lintrathen",16.99875,15.0435,"dam",2017-07-15 18:00:00
"676",19,196,"Lintrathen",16.999,15.091,"dam",2017-07-15 19:00:00
"677",20,196,"Lintrathen",17.02275,14.972,"dam",2017-07-15 20:00:00
"678",21,196,"Lintrathen",16.975,14.7805,"dam",2017-07-15 21:00:00
"679",22,196,"Lintrathen",16.903,14.39725,"dam",2017-07-15 22:00:00
"680",23,196,"Lintrathen",16.808,13.918,"dam",2017-07-15 23:00:00
"681",24,196,"Lintrathen",16.713,13.221,"dam",2017-07-16 00:00:00
"682",1,197,"Lintrathen",16.5705,12.88325,"dam",2017-07-16 01:00:00
"683",2,197,"Lintrathen",16.523,12.449,"dam",2017-07-16 02:00:00
"684",3,197,"Lintrathen",16.523,12.013,"dam",2017-07-16 03:00:00
"685",4,197,"Lintrathen",16.427,11.50375,"dam",2017-07-16 04:00:00
"686",5,197,"Lintrathen",16.427,11.11425,"dam",2017-07-16 05:00:00
"687",6,197,"Lintrathen",16.427,10.96825,"dam",2017-07-16 06:00:00
"688",7,197,"Lintrathen",16.427,11.09,"dam",2017-07-16 07:00:00
"689",8,197,"Lintrathen",16.427,11.1875,"dam",2017-07-16 08:00:00
"690",9,197,"Lintrathen",16.5705,11.4795,"dam",2017-07-16 09:00:00
"691",10,197,"Lintrathen",16.68925,11.916,"dam",2017-07-16 10:00:00
"692",11,197,"Lintrathen",16.8795,12.2795,"dam",2017-07-16 11:00:00
"693",12,197,"Lintrathen",16.73675,13.36525,"dam",2017-07-16 12:00:00
"694",13,197,"Lintrathen",17.284,13.6295,"dam",2017-07-16 13:00:00
"695",14,197,"Lintrathen",17.189,15.11475,"dam",2017-07-16 14:00:00
"696",15,197,"Lintrathen",17.30775,16.18875,"dam",2017-07-16 15:00:00
"697",16,197,"Lintrathen",17.284,16.73675,"dam",2017-07-16 16:00:00
"698",17,197,"Lintrathen",17.16525,16.73675,"dam",2017-07-16 17:00:00
"699",18,197,"Lintrathen",16.999,16.2845,"dam",2017-07-16 18:00:00
"700",19,197,"Lintrathen",16.903,15.68825,"dam",2017-07-16 19:00:00
"701",20,197,"Lintrathen",16.808,15.163,"dam",2017-07-16 20:00:00
"702",21,197,"Lintrathen",16.73675,14.63675,"dam",2017-07-16 21:00:00
"703",22,197,"Lintrathen",16.713,14.18175,"dam",2017-07-16 22:00:00
"704",23,197,"Lintrathen",16.713,13.774,"dam",2017-07-16 23:00:00
"705",24,197,"Lintrathen",17.1415,12.76275,"dam",2017-07-17 00:00:00
"706",1,198,"Lintrathen",16.6655,13.07625,"dam",2017-07-17 01:00:00
"707",2,198,"Lintrathen",16.713,12.81075,"dam",2017-07-17 02:00:00
"708",3,198,"Lintrathen",16.6655,12.59375,"dam",2017-07-17 03:00:00
"709",4,198,"Lintrathen",16.54675,12.425,"dam",2017-07-17 04:00:00
"710",5,198,"Lintrathen",16.523,12.27975,"dam",2017-07-17 05:00:00
"711",6,198,"Lintrathen",16.499,12.207,"dam",2017-07-17 06:00:00
"712",7,198,"Lintrathen",16.2845,12.13425,"dam",2017-07-17 07:00:00
"713",8,198,"Lintrathen",16.35575,12.13425,"dam",2017-07-17 08:00:00
"714",9,198,"Lintrathen",16.475,12.449,"dam",2017-07-17 09:00:00
"715",10,198,"Lintrathen",16.6655,12.9795,"dam",2017-07-17 10:00:00
