"","hour","day","site","WDS","WUS","type","progr"
"1063",2,195,"Rescobie",17.6175,14.134,"natural",2017-07-14 01:00:00
"1064",3,195,"Rescobie",17.403,13.99,"natural",2017-07-14 02:00:00
"1065",4,195,"Rescobie",17.3315,13.846,"natural",2017-07-14 03:00:00
"1066",5,195,"Rescobie",17.26025,13.63,"natural",2017-07-14 04:00:00
"1067",6,195,"Rescobie",17.2365,13.48525,"natural",2017-07-14 05:00:00
"1068",7,195,"Rescobie",17.26025,13.461,"natural",2017-07-14 06:00:00
"1069",8,195,"Rescobie",17.189,13.58175,"natural",2017-07-14 07:00:00
"1070",9,195,"Rescobie",17.094,13.942,"natural",2017-07-14 08:00:00
"1071",10,195,"Rescobie",17.16525,14.421,"natural",2017-07-14 09:00:00
"1072",11,195,"Rescobie",17.47475,14.7325,"natural",2017-07-14 10:00:00
"1073",12,195,"Rescobie",18.63975,14.517,"natural",2017-07-14 11:00:00
"1074",13,195,"Rescobie",18.16425,14.9,"natural",2017-07-14 12:00:00
"1075",14,195,"Rescobie",18.426,14.97175,"natural",2017-07-14 13:00:00
"1076",15,195,"Rescobie",18.949,15.30625,"natural",2017-07-14 14:00:00
"1077",16,195,"Rescobie",19.829,15.59275,"natural",2017-07-14 15:00:00
"1078",17,195,"Rescobie",20.21,15.4495,"natural",2017-07-14 16:00:00
"1079",18,195,"Rescobie",19.9955,15.282,"natural",2017-07-14 17:00:00
"1080",19,195,"Rescobie",19.567,15.282,"natural",2017-07-14 18:00:00
"1081",20,195,"Rescobie",19.3295,15.2345,"natural",2017-07-14 19:00:00
"1082",21,195,"Rescobie",18.94875,15.0195,"natural",2017-07-14 20:00:00
"1083",22,195,"Rescobie",18.59225,14.828,"natural",2017-07-14 21:00:00
"1084",23,195,"Rescobie",18.3785,14.661,"natural",2017-07-14 22:00:00
"1085",24,195,"Rescobie",17.78375,14.8045,"natural",2017-07-14 23:00:00
"1086",1,196,"Rescobie",17.8075,14.373,"natural",2017-07-15 00:00:00
"1087",2,196,"Rescobie",17.6175,14.30125,"natural",2017-07-15 01:00:00
"1088",3,196,"Rescobie",17.54625,14.23,"natural",2017-07-15 02:00:00
"1089",4,196,"Rescobie",17.475,14.158,"natural",2017-07-15 03:00:00
"1090",5,196,"Rescobie",17.427,14.134,"natural",2017-07-15 04:00:00
"1091",6,196,"Rescobie",17.379,14.134,"natural",2017-07-15 05:00:00
"1092",7,196,"Rescobie",17.284,14.134,"natural",2017-07-15 06:00:00
"1093",8,196,"Rescobie",17.30775,14.158,"natural",2017-07-15 07:00:00
"1094",9,196,"Rescobie",17.379,14.23,"natural",2017-07-15 08:00:00
"1095",10,196,"Rescobie",17.49875,14.2775,"natural",2017-07-15 09:00:00
"1096",11,196,"Rescobie",17.665,14.421,"natural",2017-07-15 10:00:00
"1097",12,196,"Rescobie",18.09275,14.517,"natural",2017-07-15 11:00:00
"1098",13,196,"Rescobie",17.92625,14.565,"natural",2017-07-15 12:00:00
"1099",14,196,"Rescobie",18.188,14.804,"natural",2017-07-15 13:00:00
"1100",15,196,"Rescobie",18.426,14.852,"natural",2017-07-15 14:00:00
"1101",16,196,"Rescobie",18.63975,15.01975,"natural",2017-07-15 15:00:00
"1102",17,196,"Rescobie",18.94875,15.306,"natural",2017-07-15 16:00:00
"1103",18,196,"Rescobie",19.044,15.306,"natural",2017-07-15 17:00:00
"1104",19,196,"Rescobie",19.187,15.354,"natural",2017-07-15 18:00:00
"1105",20,196,"Rescobie",19.044,15.21075,"natural",2017-07-15 19:00:00
"1106",21,196,"Rescobie",18.68725,15.06725,"natural",2017-07-15 20:00:00
"1107",22,196,"Rescobie",18.63975,14.972,"natural",2017-07-15 21:00:00
"1108",23,196,"Rescobie",18.28325,14.80425,"natural",2017-07-15 22:00:00
"1109",24,196,"Rescobie",17.78375,14.421,"natural",2017-07-15 23:00:00
"1110",1,197,"Rescobie",17.54625,14.373,"natural",2017-07-16 00:00:00
"1111",2,197,"Rescobie",17.3315,14.134,"natural",2017-07-16 01:00:00
"1112",3,197,"Rescobie",17.189,13.942,"natural",2017-07-16 02:00:00
"1113",4,197,"Rescobie",17.07025,13.726,"natural",2017-07-16 03:00:00
"1114",5,197,"Rescobie",16.90325,13.53375,"natural",2017-07-16 04:00:00
"1115",6,197,"Rescobie",16.73675,13.389,"natural",2017-07-16 05:00:00
"1116",7,197,"Rescobie",16.808,13.46125,"natural",2017-07-16 06:00:00
"1117",8,197,"Rescobie",16.90325,13.654,"natural",2017-07-16 07:00:00
"1118",9,197,"Rescobie",17.1415,13.99,"natural",2017-07-16 08:00:00
"1119",10,197,"Rescobie",17.427,14.182,"natural",2017-07-16 09:00:00
"1120",11,197,"Rescobie",17.49875,14.397,"natural",2017-07-16 10:00:00
"1121",12,197,"Rescobie",17.97375,14.565,"natural",2017-07-16 11:00:00
"1122",13,197,"Rescobie",18.3545,15.37775,"natural",2017-07-16 12:00:00
"1123",14,197,"Rescobie",18.9485,15.497,"natural",2017-07-16 13:00:00
"1124",15,197,"Rescobie",19.5675,15.521,"natural",2017-07-16 14:00:00
"1125",16,197,"Rescobie",19.56725,15.712,"natural",2017-07-16 15:00:00
"1126",17,197,"Rescobie",19.2345,15.56875,"natural",2017-07-16 16:00:00
"1127",18,197,"Rescobie",19.11575,15.40175,"natural",2017-07-16 17:00:00
"1128",19,197,"Rescobie",18.901,15.354,"natural",2017-07-16 18:00:00
"1129",20,197,"Rescobie",18.6635,15.2105,"natural",2017-07-16 19:00:00
"1130",21,197,"Rescobie",18.23575,14.99575,"natural",2017-07-16 20:00:00
"1131",22,197,"Rescobie",17.92625,14.852,"natural",2017-07-16 21:00:00
"1132",23,197,"Rescobie",17.7125,14.661,"natural",2017-07-16 22:00:00
"1133",24,197,"Rescobie",17.68875,14.948,"natural",2017-07-16 23:00:00
"1134",1,198,"Rescobie",17.3315,14.421,"natural",2017-07-17 00:00:00
"1135",2,198,"Rescobie",17.11775,14.2775,"natural",2017-07-17 01:00:00
"1136",3,198,"Rescobie",16.999,14.206,"natural",2017-07-17 02:00:00
"1137",4,198,"Rescobie",16.8795,14.11,"natural",2017-07-17 03:00:00
"1138",5,198,"Rescobie",16.73675,14.014,"natural",2017-07-17 04:00:00
"1139",6,198,"Rescobie",16.499,13.942,"natural",2017-07-17 05:00:00
"1140",7,198,"Rescobie",16.451,13.942,"natural",2017-07-17 06:00:00
"1141",8,198,"Rescobie",16.42725,14.18175,"natural",2017-07-17 07:00:00
"1142",9,198,"Rescobie",16.5465,14.373,"natural",2017-07-17 08:00:00
"1143",10,198,"Rescobie",17.07,14.66075,"natural",2017-07-17 09:00:00
"1144",11,198,"Rescobie",17.75975,15.115,"natural",2017-07-17 10:00:00
"1145",12,198,"Rescobie",17.4985,14.541,"natural",2017-07-17 11:00:00
"1146",13,198,"Rescobie",19.258,15.99825,"natural",2017-07-17 12:00:00
"1147",14,198,"Rescobie",20.28125,16.37975,"natural",2017-07-17 13:00:00
"1148",15,198,"Rescobie",21.04375,16.618,"natural",2017-07-17 14:00:00
"1149",16,198,"Rescobie",21.187,16.83175,"natural",2017-07-17 15:00:00
"1150",17,198,"Rescobie",21.33,16.927,"natural",2017-07-17 16:00:00
"1151",18,198,"Rescobie",21.521,16.951,"natural",2017-07-17 17:00:00
"1152",19,198,"Rescobie",21.354,16.87925,"natural",2017-07-17 18:00:00
"1153",20,198,"Rescobie",20.94825,16.78425,"natural",2017-07-17 19:00:00
"1154",21,198,"Rescobie",20.35275,16.618,"natural",2017-07-17 20:00:00
"1155",22,198,"Rescobie",19.9005,16.332,"natural",2017-07-17 21:00:00
"1156",23,198,"Rescobie",19.472,15.9745,"natural",2017-07-17 22:00:00
"1157",24,198,"Rescobie",18.37825,15.545,"natural",2017-07-17 23:00:00
"1158",1,199,"Rescobie",18.73475,15.28225,"natural",2017-07-18 00:00:00
"1159",2,199,"Rescobie",18.4735,14.99575,"natural",2017-07-18 01:00:00
"1160",3,199,"Rescobie",18.23575,14.7325,"natural",2017-07-18 02:00:00
"1161",4,199,"Rescobie",17.95,14.493,"natural",2017-07-18 03:00:00
"1162",5,199,"Rescobie",17.76,14.2775,"natural",2017-07-18 04:00:00
"1163",6,199,"Rescobie",17.665,14.134,"natural",2017-07-18 05:00:00
"1164",7,199,"Rescobie",17.665,14.134,"natural",2017-07-18 06:00:00
"1165",8,199,"Rescobie",17.68875,14.3015,"natural",2017-07-18 07:00:00
"1166",9,199,"Rescobie",17.99775,14.68475,"natural",2017-07-18 08:00:00
"1167",10,199,"Rescobie",18.711,15.18675,"natural",2017-07-18 09:00:00
"1168",11,199,"Rescobie",19.496,15.521,"natural",2017-07-18 10:00:00
"1169",12,199,"Rescobie",19.044,15.5925,"natural",2017-07-18 11:00:00
"1170",13,199,"Rescobie",20.71,16.28425,"natural",2017-07-18 12:00:00
"1171",14,199,"Rescobie",21.0675,16.52275,"natural",2017-07-18 13:00:00
"1172",15,199,"Rescobie",21.4255,16.618,"natural",2017-07-18 14:00:00
"1173",16,199,"Rescobie",21.64025,16.618,"natural",2017-07-18 15:00:00
"1174",17,199,"Rescobie",21.52075,16.5705,"natural",2017-07-18 16:00:00
"1175",18,199,"Rescobie",21.163,16.42725,"natural",2017-07-18 17:00:00
"1176",19,199,"Rescobie",20.82925,16.23675,"natural",2017-07-18 18:00:00
"1177",20,199,"Rescobie",20.305,15.9985,"natural",2017-07-18 19:00:00
"1178",21,199,"Rescobie",19.80525,15.8075,"natural",2017-07-18 20:00:00
"1179",22,199,"Rescobie",19.5195,15.688,"natural",2017-07-18 21:00:00
"1180",23,199,"Rescobie",19.3295,15.64025,"natural",2017-07-18 22:00:00
"1181",24,199,"Rescobie",20.1385,15.903,"natural",2017-07-18 23:00:00
"1182",1,200,"Rescobie",19.02,15.569,"natural",2017-07-19 00:00:00
"1183",2,200,"Rescobie",18.87725,15.473,"natural",2017-07-19 01:00:00
"1184",3,200,"Rescobie",18.7585,15.37775,"natural",2017-07-19 02:00:00
"1185",4,200,"Rescobie",18.63975,15.282,"natural",2017-07-19 03:00:00
"1186",5,200,"Rescobie",18.59225,15.187,"natural",2017-07-19 04:00:00
"1187",6,200,"Rescobie",18.521,15.2345,"natural",2017-07-19 05:00:00
"1188",7,200,"Rescobie",18.521,15.2345,"natural",2017-07-19 06:00:00
"1189",12,200,"Rescobie",19.16325,15.569,"natural",2017-07-19 11:00:00
