day,hour,minute,date,site,type,WUS,WDS,AUS,ADS
174,14,0,2016,glenquey,dam,10.748,12.304,17.284,16.618
174,14,15,2016,glenquey,dam,11.041,12.497,21.282,17.95
174,14,30,2016,glenquey,dam,11.139,12.594,22.908,18.806
174,14,45,2016,glenquey,dam,10.944,12.497,19.187,17.189
174,15,0,2016,glenquey,dam,10.944,12.497,19.092,16.618
174,15,15,2016,glenquey,dam,11.139,12.401,18.045,16.141
174,15,30,2016,glenquey,dam,11.334,12.497,21.378,17.95
174,15,45,2016,glenquey,dam,11.139,12.497,21.282,18.331
174,16,0,2016,glenquey,dam,11.041,12.497,18.711,17.094
174,16,15,2016,glenquey,dam,11.041,12.497,18.426,16.523
174,16,30,2016,glenquey,dam,10.944,12.304,18.616,16.332
174,16,45,2016,glenquey,dam,10.846,12.207,18.14,16.523
174,17,0,2016,glenquey,dam,10.846,12.304,19.092,17.094
174,17,15,2016,glenquey,dam,11.139,12.401,21.569,18.236
174,17,30,2016,glenquey,dam,11.041,12.497,20.805,18.236
174,17,45,2016,glenquey,dam,11.236,12.594,22.142,18.616
174,18,0,2016,glenquey,dam,11.139,12.497,19.758,17.475
174,18,15,2016,glenquey,dam,11.236,12.497,19.567,17.475
174,18,30,2016,glenquey,dam,11.041,12.304,18.806,16.808
174,18,45,2016,glenquey,dam,10.846,12.207,17.76,16.046
174,19,0,2016,glenquey,dam,10.944,12.11,17.855,15.951
174,19,15,2016,glenquey,dam,10.846,12.11,18.14,16.523
174,19,30,2016,glenquey,dam,10.651,11.916,16.332,15.187
174,19,45,2016,glenquey,dam,10.455,11.916,14.804,14.421
174,20,0,2016,glenquey,dam,10.259,11.819,14.613,14.325
174,20,15,2016,glenquey,dam,10.161,11.722,14.134,13.942
174,20,30,2016,glenquey,dam,9.965,11.625,13.558,13.654
174,20,45,2016,glenquey,dam,9.866,11.625,13.173,13.269
174,21,0,2016,glenquey,dam,9.768,11.528,12.98,12.883
174,21,15,2016,glenquey,dam,9.669,11.528,12.594,12.69
174,21,30,2016,glenquey,dam,9.472,11.528,12.207,12.304
174,21,45,2016,glenquey,dam,9.373,11.431,11.625,11.722
174,22,0,2016,glenquey,dam,9.275,11.431,11.041,10.944
174,22,15,2016,glenquey,dam,9.176,11.334,10.455,10.455
174,22,30,2016,glenquey,dam,9.077,11.334,9.866,9.669
174,22,45,2016,glenquey,dam,8.978,11.334,9.571,9.275
174,23,0,2016,glenquey,dam,8.978,11.236,9.669,9.669
174,23,15,2016,glenquey,dam,8.879,11.236,9.866,9.965
174,23,30,2016,glenquey,dam,8.779,11.236,9.472,9.571
174,23,45,2016,glenquey,dam,8.779,11.236,9.768,9.176
175,1,0,2016,glenquey,dam,8.779,11.334,11.041,11.139
175,1,15,2016,glenquey,dam,8.779,11.334,10.944,11.139
175,1,30,2016,glenquey,dam,8.779,11.334,10.846,11.041
175,1,45,2016,glenquey,dam,8.779,11.334,10.748,11.041
175,2,0,2016,glenquey,dam,8.779,11.334,10.651,11.041
175,2,15,2016,glenquey,dam,8.68,11.334,10.455,10.846
175,2,30,2016,glenquey,dam,8.68,11.236,10.259,10.748
175,2,45,2016,glenquey,dam,8.68,11.236,9.768,10.553
175,3,0,2016,glenquey,dam,8.68,11.236,10.063,10.553
175,3,15,2016,glenquey,dam,8.68,11.236,10.553,10.748
175,3,30,2016,glenquey,dam,8.68,11.236,10.846,11.041
175,3,45,2016,glenquey,dam,8.68,11.236,10.944,11.236
175,4,0,2016,glenquey,dam,8.68,11.236,10.944,11.236
175,4,15,2016,glenquey,dam,8.68,11.236,10.944,11.139
175,4,30,2016,glenquey,dam,8.68,11.236,10.944,10.846
175,4,45,2016,glenquey,dam,8.68,11.236,11.041,10.846
175,5,0,2016,glenquey,dam,8.68,11.236,10.846,10.944
175,5,15,2016,glenquey,dam,8.68,11.236,10.455,10.846
175,5,30,2016,glenquey,dam,8.68,11.236,10.651,10.455
175,5,45,2016,glenquey,dam,8.68,11.236,11.139,10.455
175,6,0,2016,glenquey,dam,8.779,11.236,11.625,10.553
175,6,15,2016,glenquey,dam,8.779,11.236,12.013,11.139
175,6,30,2016,glenquey,dam,8.779,11.236,12.401,11.625
175,6,45,2016,glenquey,dam,8.879,11.334,12.497,11.916
175,7,0,2016,glenquey,dam,8.978,11.334,12.98,12.69
175,7,15,2016,glenquey,dam,8.978,11.431,13.461,13.365
175,7,30,2016,glenquey,dam,9.077,11.528,14.038,13.846
175,7,45,2016,glenquey,dam,9.077,11.625,13.269,13.942
175,8,0,2016,glenquey,dam,9.176,11.625,13.75,13.269
175,8,15,2016,glenquey,dam,9.275,11.625,14.804,13.076
175,8,30,2016,glenquey,dam,9.373,11.625,15.473,13.365
175,8,45,2016,glenquey,dam,9.571,11.722,17.57,13.75
175,9,0,2016,glenquey,dam,9.768,11.916,18.236,14.23
175,9,15,2016,glenquey,dam,9.866,12.11,18.616,14.517
175,9,30,2016,glenquey,dam,10.063,12.304,22.525,14.517
175,9,45,2016,glenquey,dam,10.357,12.497,24.931,14.804
175,10,0,2016,glenquey,dam,10.553,12.594,24.641,14.996
175,10,15,2016,glenquey,dam,10.748,12.69,24.448,15.473
175,10,30,2016,glenquey,dam,10.944,12.883,25.028,16.523
175,10,45,2016,glenquey,dam,11.334,13.173,29.752,17.094
175,11,0,2016,glenquey,dam,11.625,13.269,29.752,17.379
175,11,15,2016,glenquey,dam,11.916,13.365,29.752,18.045
175,11,30,2016,glenquey,dam,12.401,13.75,33.222,19.282
175,11,45,2016,glenquey,dam,12.497,13.942,28.655,19.948
175,12,0,2016,glenquey,dam,8.779,11.236,10.455,9.866
175,12,15,2016,glenquey,dam,8.779,11.236,10.748,10.553
175,12,30,2016,glenquey,dam,8.779,11.334,11.041,10.944
175,12,45,2016,glenquey,dam,8.779,11.334,11.041,11.139
175,13,0,2016,glenquey,dam,12.69,14.134,28.456,19.092
175,13,15,2016,glenquey,dam,13.076,14.134,32.497,19.092
175,13,30,2016,glenquey,dam,13.269,14.23,33.743,19.948
175,13,45,2016,glenquey,dam,12.787,14.325,28.456,20.424
175,14,0,2016,glenquey,dam,12.594,14.23,25.61,19.758
175,14,15,2016,glenquey,dam,12.98,14.23,27.961,20.329
175,14,30,2016,glenquey,dam,12.69,14.325,29.252,21.951
175,14,45,2016,glenquey,dam,12.401,14.038,25.125,20.424
175,15,0,2016,glenquey,dam,12.013,13.75,20.996,18.901
175,15,15,2016,glenquey,dam,11.916,13.461,19.948,17.855
175,15,30,2016,glenquey,dam,11.722,13.076,19.567,17.95
175,15,45,2016,glenquey,dam,11.528,12.883,18.426,17.284
175,16,0,2016,glenquey,dam,11.334,12.69,17.094,16.713
175,16,15,2016,glenquey,dam,11.139,12.594,16.999,16.427
175,16,30,2016,glenquey,dam,11.041,12.401,16.999,16.332
175,16,45,2016,glenquey,dam,10.944,12.497,18.331,16.808
175,17,0,2016,glenquey,dam,10.944,12.497,19.758,17.95
175,17,15,2016,glenquey,dam,10.846,12.497,19.377,18.045
175,17,30,2016,glenquey,dam,10.846,12.594,19.853,18.236
175,17,45,2016,glenquey,dam,10.944,12.69,21.187,18.711
175,18,0,2016,glenquey,dam,11.041,12.883,22.333,19.187
175,18,15,2016,glenquey,dam,10.944,12.883,21.282,19.092
175,18,30,2016,glenquey,dam,10.748,12.787,19.853,17.95
175,18,45,2016,glenquey,dam,10.748,12.69,18.996,16.999
175,19,0,2016,glenquey,dam,10.553,12.594,17.475,16.237
175,19,15,2016,glenquey,dam,10.455,12.401,16.523,15.473
175,19,30,2016,glenquey,dam,10.455,12.304,16.808,15.473
175,19,45,2016,glenquey,dam,10.357,12.304,16.713,15.378
175,20,0,2016,glenquey,dam,10.357,12.207,15.951,14.9
175,20,15,2016,glenquey,dam,10.259,12.11,14.9,14.325
175,20,30,2016,glenquey,dam,10.161,12.013,14.134,13.461
175,20,45,2016,glenquey,dam,10.063,11.916,13.269,13.076
175,21,0,2016,glenquey,dam,9.965,11.819,12.69,12.497
175,21,15,2016,glenquey,dam,9.866,11.722,12.594,12.401
175,21,30,2016,glenquey,dam,9.768,11.722,12.594,12.11
175,21,45,2016,glenquey,dam,9.669,11.722,12.013,11.528
175,22,0,2016,glenquey,dam,9.571,11.625,11.139,11.041
175,22,15,2016,glenquey,dam,9.472,11.625,10.748,10.748
175,22,30,2016,glenquey,dam,9.373,11.528,10.161,10.357
175,22,45,2016,glenquey,dam,9.373,11.528,10.259,10.161
175,23,0,2016,glenquey,dam,9.275,11.431,10.455,10.259
175,23,15,2016,glenquey,dam,9.176,11.431,10.455,10.259
175,23,30,2016,glenquey,dam,9.077,11.431,10.357,10.063
175,23,45,2016,glenquey,dam,8.978,11.431,9.275,9.275
175,24,0,2016,glenquey,dam,12.594,14.038,30.862,18.711
175,24,15,2016,glenquey,dam,12.69,14.23,29.652,19.567
175,24,30,2016,glenquey,dam,12.787,14.325,31.574,20.424
175,24,45,2016,glenquey,dam,12.98,14.134,33.326,19.377
176,1,0,2016,glenquey,dam,8.779,11.528,10.161,9.768
176,1,15,2016,glenquey,dam,8.779,11.528,9.373,10.063
176,1,30,2016,glenquey,dam,8.779,11.528,9.176,9.571
176,1,45,2016,glenquey,dam,8.779,11.528,9.275,9.275
176,2,0,2016,glenquey,dam,8.68,11.528,9.373,9.176
176,2,15,2016,glenquey,dam,8.68,11.528,9.472,9.275
176,2,30,2016,glenquey,dam,8.68,11.528,9.965,9.571
176,2,45,2016,glenquey,dam,8.68,11.528,9.866,9.866
176,3,0,2016,glenquey,dam,8.68,11.528,9.965,9.866
176,3,15,2016,glenquey,dam,8.68,11.528,10.357,9.965
176,3,30,2016,glenquey,dam,8.581,11.528,10.553,9.965
176,3,45,2016,glenquey,dam,8.68,11.528,10.553,10.161
176,4,0,2016,glenquey,dam,8.68,11.528,10.455,10.259
176,4,15,2016,glenquey,dam,8.68,11.528,10.357,10.161
176,4,30,2016,glenquey,dam,8.68,11.528,10.651,10.357
176,4,45,2016,glenquey,dam,8.68,11.528,10.846,10.553
176,5,0,2016,glenquey,dam,8.68,11.528,10.944,10.553
176,5,15,2016,glenquey,dam,8.68,11.528,10.944,10.357
176,5,30,2016,glenquey,dam,8.68,11.528,10.846,9.965
176,5,45,2016,glenquey,dam,8.68,11.528,11.041,10.259
176,6,0,2016,glenquey,dam,8.68,11.528,11.236,10.651
176,6,15,2016,glenquey,dam,8.68,11.625,11.528,10.944
176,6,30,2016,glenquey,dam,8.779,11.625,11.916,11.722
176,6,45,2016,glenquey,dam,8.779,11.625,12.013,12.207
176,7,0,2016,glenquey,dam,8.879,11.722,12.207,12.497
176,7,15,2016,glenquey,dam,8.879,11.722,12.594,12.787
176,7,30,2016,glenquey,dam,8.978,11.722,12.594,12.883
176,7,45,2016,glenquey,dam,8.978,11.819,13.076,12.98
176,8,0,2016,glenquey,dam,9.077,11.819,13.365,13.173
176,8,15,2016,glenquey,dam,9.077,11.819,13.654,13.269
176,8,30,2016,glenquey,dam,9.176,11.819,14.23,13.654
176,8,45,2016,glenquey,dam,9.275,11.916,14.9,13.942
176,9,0,2016,glenquey,dam,9.472,12.11,16.808,14.709
176,9,15,2016,glenquey,dam,9.768,12.207,19.092,15.664
176,9,30,2016,glenquey,dam,9.768,12.304,16.141,15.378
176,9,45,2016,glenquey,dam,9.965,12.401,19.853,15.473
176,10,0,2016,glenquey,dam,10.161,12.497,20.519,15.569
176,10,15,2016,glenquey,dam,10.357,12.594,19.377,15.76
176,10,30,2016,glenquey,dam,10.357,12.69,18.616,16.808
176,10,45,2016,glenquey,dam,10.651,12.883,24.448,17.189
176,11,0,2016,glenquey,dam,10.748,12.98,21.664,17.665
176,11,15,2016,glenquey,dam,10.944,13.076,21.664,17.379
176,11,30,2016,glenquey,dam,11.041,13.365,24.835,17.665
176,11,45,2016,glenquey,dam,10.944,13.365,20.043,17.284
176,12,0,2016,glenquey,dam,8.879,11.334,8.481,8.481
176,12,15,2016,glenquey,dam,8.879,11.334,8.382,7.983
176,12,30,2016,glenquey,dam,8.779,11.431,9.373,8.581
176,12,45,2016,glenquey,dam,8.779,11.431,10.259,9.275
176,13,0,2016,glenquey,dam,10.748,12.787,15.091,14.134
176,13,15,2016,glenquey,dam,10.748,12.69,16.141,14.804
176,13,30,2016,glenquey,dam,10.748,12.594,16.427,15.091
176,13,45,2016,glenquey,dam,10.748,12.69,16.713,15.855
176,14,0,2016,glenquey,dam,11.625,12.883,23.581,16.713
176,14,15,2016,glenquey,dam,11.431,12.98,21.282,16.903
176,14,30,2016,glenquey,dam,11.625,13.173,22.812,17.094
176,14,45,2016,glenquey,dam,11.528,13.173,21.091,17.475
176,15,0,2016,glenquey,dam,12.207,13.558,24.835,18.331
176,15,15,2016,glenquey,dam,11.819,13.654,23.004,19.472
176,15,30,2016,glenquey,dam,11.528,13.75,19.187,17.95
176,15,45,2016,glenquey,dam,11.334,13.558,17.284,16.808
176,16,0,2016,glenquey,dam,11.236,13.269,16.523,16.141
176,16,15,2016,glenquey,dam,11.236,13.076,17.95,16.046
176,16,30,2016,glenquey,dam,11.431,13.173,19.567,17.475
176,16,45,2016,glenquey,dam,11.722,13.173,22.717,18.426
176,17,0,2016,glenquey,dam,12.013,13.365,24.835,18.806
176,17,15,2016,glenquey,dam,11.916,13.558,24.641,19.567
176,17,30,2016,glenquey,dam,11.722,13.654,21.473,18.616
176,17,45,2016,glenquey,dam,11.431,13.461,18.426,17.57
176,18,0,2016,glenquey,dam,11.334,13.173,17.284,16.046
176,18,15,2016,glenquey,dam,11.236,12.98,16.618,15.664
176,18,30,2016,glenquey,dam,11.139,12.787,16.237,15.378
176,18,45,2016,glenquey,dam,10.944,12.69,15.855,14.9
176,19,0,2016,glenquey,dam,10.846,12.594,15.951,15.282
176,19,15,2016,glenquey,dam,10.748,12.497,15.091,15.569
176,19,30,2016,glenquey,dam,10.651,12.497,14.804,15.378
176,19,45,2016,glenquey,dam,10.553,12.497,14.421,15.378
176,20,0,2016,glenquey,dam,10.455,12.401,13.654,14.517
176,20,15,2016,glenquey,dam,10.259,12.304,13.076,13.558
176,20,30,2016,glenquey,dam,10.161,12.207,12.98,13.269
176,20,45,2016,glenquey,dam,10.063,12.207,12.69,12.883
176,21,0,2016,glenquey,dam,9.866,12.207,11.722,12.207
176,21,15,2016,glenquey,dam,9.768,12.207,10.748,11.431
176,21,30,2016,glenquey,dam,9.669,12.11,10.455,11.139
176,21,45,2016,glenquey,dam,9.571,12.013,10.651,10.748
176,22,0,2016,glenquey,dam,9.472,12.013,10.748,10.553
176,22,15,2016,glenquey,dam,9.373,11.916,10.846,10.259
176,22,30,2016,glenquey,dam,9.275,11.916,10.651,10.259
176,22,45,2016,glenquey,dam,9.176,11.819,10.748,10.357
176,23,0,2016,glenquey,dam,9.176,11.819,10.748,10.259
176,23,15,2016,glenquey,dam,9.077,11.819,10.846,10.259
176,23,30,2016,glenquey,dam,9.077,11.819,10.846,10.259
176,23,45,2016,glenquey,dam,8.978,11.819,10.748,10.259
176,24,0,2016,glenquey,dam,10.944,13.365,19.187,16.903
176,24,15,2016,glenquey,dam,10.944,13.269,20.329,18.14
176,24,30,2016,glenquey,dam,10.944,13.076,17.094,16.523
176,24,45,2016,glenquey,dam,10.846,12.98,14.709,14.517
177,1,0,2016,glenquey,dam,8.879,11.722,10.651,10.063
177,1,15,2016,glenquey,dam,8.879,11.625,10.651,10.455
177,1,30,2016,glenquey,dam,8.779,11.625,10.553,10.455
177,1,45,2016,glenquey,dam,8.879,11.625,10.553,10.357
177,2,0,2016,glenquey,dam,8.779,11.625,10.553,10.259
177,2,15,2016,glenquey,dam,8.779,11.625,10.357,10.259
177,2,30,2016,glenquey,dam,8.779,11.528,10.259,10.063
177,2,45,2016,glenquey,dam,8.779,11.528,10.259,9.965
177,3,0,2016,glenquey,dam,8.779,11.528,9.965,9.768
177,3,15,2016,glenquey,dam,8.68,11.528,9.965,9.669
177,3,30,2016,glenquey,dam,8.68,11.528,9.965,9.669
177,3,45,2016,glenquey,dam,8.68,11.528,9.768,9.472
177,4,0,2016,glenquey,dam,8.68,11.528,9.571,9.373
177,4,15,2016,glenquey,dam,8.68,11.528,9.866,9.472
177,4,30,2016,glenquey,dam,8.581,11.528,10.063,9.571
177,4,45,2016,glenquey,dam,8.581,11.528,9.866,9.669
177,5,0,2016,glenquey,dam,8.581,11.528,9.866,9.866
177,5,15,2016,glenquey,dam,8.68,11.528,10.161,10.161
177,5,30,2016,glenquey,dam,8.68,11.528,10.455,10.553
177,5,45,2016,glenquey,dam,8.68,11.528,10.748,10.846
177,6,0,2016,glenquey,dam,8.68,11.528,11.431,10.944
177,6,15,2016,glenquey,dam,8.779,11.528,11.236,10.944
177,6,30,2016,glenquey,dam,8.779,11.528,11.431,10.846
177,6,45,2016,glenquey,dam,8.779,11.625,11.431,10.944
177,7,0,2016,glenquey,dam,8.779,11.625,11.625,11.139
177,7,15,2016,glenquey,dam,8.879,11.625,11.916,11.431
177,7,30,2016,glenquey,dam,8.978,11.722,12.69,11.819
177,7,45,2016,glenquey,dam,8.978,11.819,12.98,12.207
177,8,0,2016,glenquey,dam,9.077,11.916,14.134,12.594
177,8,15,2016,glenquey,dam,9.077,11.916,13.75,12.013
177,8,30,2016,glenquey,dam,9.275,11.916,13.846,12.11
177,8,45,2016,glenquey,dam,9.373,12.013,14.23,12.304
177,9,0,2016,glenquey,dam,9.373,11.916,14.038,12.594
177,9,15,2016,glenquey,dam,9.373,11.916,14.23,12.98
177,9,30,2016,glenquey,dam,9.472,12.013,14.709,13.269
177,9,45,2016,glenquey,dam,9.669,12.11,18.806,13.654
177,10,0,2016,glenquey,dam,9.768,12.304,17.665,14.325
177,10,15,2016,glenquey,dam,10.063,12.497,21.282,14.709
177,10,30,2016,glenquey,dam,10.259,12.787,21.76,15.473
177,10,45,2016,glenquey,dam,10.651,12.98,23.773,15.76
177,11,0,2016,glenquey,dam,10.846,12.98,22.046,14.9
177,11,15,2016,glenquey,dam,10.846,12.98,20.138,14.038
177,11,30,2016,glenquey,dam,10.944,12.883,20.138,14.325
177,11,45,2016,glenquey,dam,10.846,12.69,18.806,14.134
177,12,0,2016,glenquey,dam,8.978,11.819,10.651,10.161
177,12,15,2016,glenquey,dam,8.978,11.722,10.651,10.063
177,12,30,2016,glenquey,dam,8.978,11.722,10.455,10.063
177,12,45,2016,glenquey,dam,8.879,11.722,10.651,10.063
177,13,0,2016,glenquey,dam,11.431,12.98,24.738,16.046
177,13,15,2016,glenquey,dam,11.528,12.98,22.908,15.855
177,13,30,2016,glenquey,dam,11.625,13.173,23.484,16.141
177,13,45,2016,glenquey,dam,11.722,13.269,23.196,16.141
177,14,0,2016,glenquey,dam,11.625,13.076,22.333,15.855
177,14,15,2016,glenquey,dam,11.528,12.98,20.805,15.187
177,14,30,2016,glenquey,dam,11.431,12.883,20.138,15.091
177,14,45,2016,glenquey,dam,11.334,12.69,18.521,14.804
177,15,0,2016,glenquey,dam,11.334,12.69,18.901,14.996
177,15,15,2016,glenquey,dam,11.334,12.69,18.901,15.187
177,15,30,2016,glenquey,dam,11.334,12.787,19.472,16.141
177,15,45,2016,glenquey,dam,11.528,12.883,19.092,16.427
177,16,0,2016,glenquey,dam,11.625,12.98,20.329,17.284
177,16,15,2016,glenquey,dam,11.722,13.173,22.717,18.616
177,16,30,2016,glenquey,dam,11.528,12.98,20.519,16.713
177,16,45,2016,glenquey,dam,11.236,12.883,18.426,15.187
177,17,0,2016,glenquey,dam,11.139,12.69,16.618,13.846
177,17,15,2016,glenquey,dam,11.041,12.497,15.76,13.365
177,17,30,2016,glenquey,dam,11.041,12.497,16.046,14.134
177,17,45,2016,glenquey,dam,11.041,12.594,17.475,15.091
177,18,0,2016,glenquey,dam,11.236,12.594,18.14,15.187
177,18,15,2016,glenquey,dam,11.236,12.69,18.14,14.709
177,18,30,2016,glenquey,dam,11.236,12.69,18.045,15.473
177,18,45,2016,glenquey,dam,11.041,12.594,16.523,15.282
177,19,0,2016,glenquey,dam,10.846,12.594,14.996,15.187
177,19,15,2016,glenquey,dam,10.748,12.497,14.517,15.569
177,19,30,2016,glenquey,dam,10.553,12.304,14.134,14.613
177,19,45,2016,glenquey,dam,10.357,12.207,13.654,14.325
177,20,0,2016,glenquey,dam,10.259,12.11,12.69,14.23
177,20,15,2016,glenquey,dam,10.063,12.013,11.819,14.038
177,20,30,2016,glenquey,dam,9.965,11.916,11.334,12.69
177,20,45,2016,glenquey,dam,9.866,11.916,11.139,11.625
177,21,0,2016,glenquey,dam,9.768,11.819,11.236,11.041
177,21,15,2016,glenquey,dam,9.669,11.819,11.334,11.041
177,21,30,2016,glenquey,dam,9.571,11.819,11.041,11.041
177,21,45,2016,glenquey,dam,9.472,11.819,10.748,11.041
177,22,0,2016,glenquey,dam,9.373,11.819,10.651,10.846
177,22,15,2016,glenquey,dam,9.275,11.819,10.748,10.846
177,22,30,2016,glenquey,dam,9.275,11.819,10.846,10.748
177,22,45,2016,glenquey,dam,9.176,11.819,10.553,10.455
177,23,0,2016,glenquey,dam,9.077,11.722,9.768,9.571
177,23,15,2016,glenquey,dam,8.978,11.722,9.176,8.581
177,23,30,2016,glenquey,dam,8.978,11.722,9.571,8.581
177,23,45,2016,glenquey,dam,8.879,11.722,10.161,9.176
177,24,0,2016,glenquey,dam,10.944,12.69,18.996,14.996
177,24,15,2016,glenquey,dam,11.041,12.69,21.187,15.282
177,24,30,2016,glenquey,dam,11.139,12.883,21.664,15.664
177,24,45,2016,glenquey,dam,11.334,12.98,25.416,15.855
178,1,0,2016,glenquey,dam,8.779,11.722,9.472,9.077
178,1,15,2016,glenquey,dam,8.779,11.722,9.176,8.779
178,1,30,2016,glenquey,dam,8.68,11.722,9.373,8.978
178,1,45,2016,glenquey,dam,8.68,11.625,9.571,9.077
178,2,0,2016,glenquey,dam,8.68,11.625,9.669,9.077
178,2,15,2016,glenquey,dam,8.68,11.625,9.965,9.176
178,2,30,2016,glenquey,dam,8.68,11.625,9.965,9.571
178,2,45,2016,glenquey,dam,8.68,11.625,10.063,9.669
178,3,0,2016,glenquey,dam,8.68,11.625,10.357,9.768
178,3,15,2016,glenquey,dam,8.68,11.625,10.651,9.866
178,3,30,2016,glenquey,dam,8.68,11.722,10.748,9.965
178,3,45,2016,glenquey,dam,8.68,11.722,10.651,10.063
178,4,0,2016,glenquey,dam,8.68,11.722,10.651,9.965
178,4,15,2016,glenquey,dam,8.68,11.625,10.748,10.063
178,4,30,2016,glenquey,dam,8.779,11.625,10.846,10.455
178,4,45,2016,glenquey,dam,8.779,11.625,10.944,10.455
178,5,0,2016,glenquey,dam,8.779,11.625,10.846,10.259
178,5,15,2016,glenquey,dam,8.779,11.625,10.553,10.161
178,5,30,2016,glenquey,dam,8.68,11.625,9.571,9.472
178,5,45,2016,glenquey,dam,8.68,11.528,8.779,8.68
178,6,0,2016,glenquey,dam,8.581,11.528,8.182,8.182
178,6,15,2016,glenquey,dam,8.581,11.528,8.481,8.382
178,6,30,2016,glenquey,dam,8.581,11.528,9.768,9.176
178,6,45,2016,glenquey,dam,8.68,11.722,10.553,10.553
178,7,0,2016,glenquey,dam,8.68,11.819,11.041,11.722
178,7,15,2016,glenquey,dam,8.779,11.819,11.236,11.916
178,7,30,2016,glenquey,dam,8.779,11.916,11.528,12.207
178,7,45,2016,glenquey,dam,8.879,11.916,13.942,12.497
178,8,0,2016,glenquey,dam,9.176,12.11,14.517,13.558
178,8,15,2016,glenquey,dam,9.373,12.11,15.187,13.654
178,8,30,2016,glenquey,dam,9.472,12.207,15.378,14.23
178,8,45,2016,glenquey,dam,9.571,12.207,15.282,14.709
178,9,0,2016,glenquey,dam,9.669,12.304,14.709,14.134
178,9,15,2016,glenquey,dam,9.866,12.304,16.523,14.038
178,9,30,2016,glenquey,dam,9.965,12.304,16.332,13.654
178,9,45,2016,glenquey,dam,10.259,12.594,18.521,14.134
178,10,0,2016,glenquey,dam,10.259,12.787,17.094,14.421
178,10,15,2016,glenquey,dam,10.357,12.787,17.76,14.709
178,10,30,2016,glenquey,dam,10.455,13.076,19.187,15.664
178,10,45,2016,glenquey,dam,10.748,13.269,22.717,14.996
178,11,0,2016,glenquey,dam,11.139,13.461,25.708,15.187
178,11,15,2016,glenquey,dam,11.334,13.846,26,15.855
178,11,30,2016,glenquey,dam,11.722,14.134,27.075,16.237
178,11,45,2016,glenquey,dam,12.013,14.325,27.764,16.046
178,12,0,2016,glenquey,dam,8.879,11.722,10.455,9.571
178,12,15,2016,glenquey,dam,8.879,11.819,10.455,9.768
178,12,30,2016,glenquey,dam,8.779,11.819,10.357,9.768
178,12,45,2016,glenquey,dam,8.779,11.819,9.965,9.472
178,13,0,2016,glenquey,dam,12.787,14.709,22.717,17.475
178,13,15,2016,glenquey,dam,12.594,14.517,20.043,17.094
178,13,30,2016,glenquey,dam,12.497,14.23,19.567,16.618
178,13,45,2016,glenquey,dam,12.401,13.942,18.521,16.046
178,14,0,2016,glenquey,dam,12.207,13.654,17.189,15.187
178,14,15,2016,glenquey,dam,12.11,13.461,16.903,14.421
178,14,30,2016,glenquey,dam,12.013,13.461,16.237,15.091
178,14,45,2016,glenquey,dam,11.916,13.365,15.473,15.187
178,15,0,2016,glenquey,dam,11.819,13.365,15.282,15.187
178,15,15,2016,glenquey,dam,11.625,13.269,14.709,14.709
178,15,30,2016,glenquey,dam,11.431,13.173,13.558,13.846
178,15,45,2016,glenquey,dam,11.236,13.076,12.98,13.365
178,16,0,2016,glenquey,dam,11.139,12.98,12.883,13.076
178,16,15,2016,glenquey,dam,11.041,12.98,13.173,13.558
178,16,30,2016,glenquey,dam,10.944,12.98,13.461,13.942
178,16,45,2016,glenquey,dam,10.846,12.883,13.365,13.75
178,17,0,2016,glenquey,dam,10.748,12.883,12.98,13.365
178,17,15,2016,glenquey,dam,10.651,12.883,12.98,13.365
178,17,30,2016,glenquey,dam,10.553,12.883,13.269,13.654
178,17,45,2016,glenquey,dam,10.553,12.883,13.269,13.558
178,18,0,2016,glenquey,dam,10.553,12.883,14.23,13.942
178,18,15,2016,glenquey,dam,10.553,13.076,14.804,15.378
178,18,30,2016,glenquey,dam,10.553,13.076,14.23,14.709
178,18,45,2016,glenquey,dam,10.455,13.076,13.846,14.517
178,19,0,2016,glenquey,dam,10.455,13.076,13.942,14.421
178,19,15,2016,glenquey,dam,10.455,13.076,13.846,14.325
178,19,30,2016,glenquey,dam,10.357,12.98,13.942,14.517
178,19,45,2016,glenquey,dam,10.357,12.98,13.558,14.038
178,20,0,2016,glenquey,dam,10.259,12.98,13.75,13.942
178,20,15,2016,glenquey,dam,10.259,12.883,13.75,14.421
178,20,30,2016,glenquey,dam,10.259,12.883,13.173,14.134
178,20,45,2016,glenquey,dam,10.259,12.883,13.173,13.846
178,21,0,2016,glenquey,dam,10.161,12.787,12.883,13.365
178,21,15,2016,glenquey,dam,10.161,12.69,12.69,12.98
178,21,30,2016,glenquey,dam,10.063,12.594,12.401,12.787
178,21,45,2016,glenquey,dam,9.965,12.594,12.013,12.69
178,22,0,2016,glenquey,dam,9.866,12.497,11.528,12.304
178,22,15,2016,glenquey,dam,9.768,12.497,11.139,11.819
178,22,30,2016,glenquey,dam,9.768,12.401,10.944,11.431
178,22,45,2016,glenquey,dam,9.669,12.304,10.846,11.334
178,23,0,2016,glenquey,dam,9.571,12.304,10.651,11.334
178,23,15,2016,glenquey,dam,9.472,12.304,10.357,11.041
178,23,30,2016,glenquey,dam,9.373,12.207,10.161,10.846
178,23,45,2016,glenquey,dam,9.373,12.207,10.455,10.748
178,24,0,2016,glenquey,dam,12.304,14.421,28.06,15.76
178,24,15,2016,glenquey,dam,12.497,14.613,29.053,16.427
178,24,30,2016,glenquey,dam,12.883,14.709,30.356,16.999
